age,workclass,education,Education-num,occupation,race,sex,Hours-per-week,wage
33, Private, HS-grad,9, Other-service, White, Male,48, <=50K
60, Private, HS-grad,9, Protective-serv, White, Male,40, <=50K
48, State-gov, Masters,14, Prof-specialty, White, Male,40, >50K
28, Private, Bachelors,13, Tech-support, White, Male,40, >50K
33, Local-gov, Bachelors,13, Prof-specialty, White, Female,46, <=50K
37, Private, Masters,14, Exec-managerial, White, Male,45, >50K
25,, 11th,7,, White, Female,40, <=50K
31, Local-gov, Some-college,10, Protective-serv, White, Male,56, >50K
24, Local-gov, Some-college,10, Protective-serv, Black, Male,40, <=50K
71, Private, HS-grad,9, Adm-clerical, White, Female,40, <=50K
50, Private, Bachelors,13, Exec-managerial, White, Male,50, >50K
29, Private, Some-college,10, Adm-clerical, White, Male,60, <=50K
27, Private, HS-grad,9, Adm-clerical, White, Female,40, <=50K
36, Self-emp-not-inc, 7th-8th,4, Craft-repair, White, Male,35, <=50K
21, Private, Some-college,10, Adm-clerical, Asian-Pac-Islander, Female,40, <=50K
39, Private, Some-college,10, Craft-repair, White, Male,40, <=50K
29, Private, HS-grad,9, Craft-repair, Amer-Indian-Eskimo, Male,40, <=50K
38, Local-gov, Some-college,10, Tech-support, White, Male,40, >50K
41, Private, 5th-6th,3, Farming-fishing, White, Male,40, <=50K
30, Private, Some-college,10, Adm-clerical, Asian-Pac-Islander, Male,50, >50K
32, Private, HS-grad,9, Other-service, White, Female,30, <=50K
17, Private, 11th,7, Handlers-cleaners, White, Male,25, <=50K
33, Self-emp-not-inc, 11th,7, Craft-repair, White, Male,50, <=50K
38, Self-emp-not-inc, Bachelors,13, Sales, White, Male,50, >50K
90, Private, HS-grad,9, Other-service, Black, Male,40, <=50K
35, Private, Some-college,10, Adm-clerical, White, Female,27, <=50K
40, Private, Some-college,10, Transport-moving, White, Male,50, >50K
46, Private, Doctorate,16, Prof-specialty, White, Female,65, >50K
47, Local-gov, Assoc-voc,11, Adm-clerical, White, Female,40, <=50K
35, Private, Some-college,10, Tech-support, White, Male,45, <=50K
34, Private, Bachelors,13, Exec-managerial, White, Male,50, >50K
43, Private, Assoc-acdm,12, Prof-specialty, White, Male,50, <=50K
34, Private, HS-grad,9, Handlers-cleaners, White, Male,40, <=50K
21, Private, Some-college,10, Sales, White, Male,40, <=50K
31, Private, Masters,14, Prof-specialty, White, Male,50, <=50K
32, Private, HS-grad,9, Craft-repair, Black, Female,50, <=50K
28, Private, Bachelors,13, Exec-managerial, White, Male,55, <=50K
50, Private, Prof-school,15, Prof-specialty, White, Male,60, >50K
39, State-gov, Bachelors,13, Exec-managerial, White, Female,55, >50K
50, Private, 11th,7, Craft-repair, White, Male,40, <=50K
25, Private, 11th,7, Handlers-cleaners, White, Male,40, <=50K
38, Self-emp-not-inc, Assoc-voc,11, Other-service, White, Female,40, <=50K
56, Private, HS-grad,9, Other-service, Black, Female,20, <=50K
33, Private, Bachelors,13, Handlers-cleaners, White, Male,30, <=50K
46, Private, 11th,7, Craft-repair, White, Male,40, >50K
38,, Some-college,10,, White, Female,20, <=50K
54, Local-gov, Assoc-voc,11, Craft-repair, White, Male,40, <=50K
23, Private, Some-college,10, Craft-repair, White, Male,40, <=50K
38, Private, Some-college,10, Sales, White, Male,60, >50K
50, Self-emp-not-inc, Prof-school,15, Prof-specialty, White, Male,40, >50K
34, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
37, Local-gov, HS-grad,9, Protective-serv, White, Male,40, <=50K
41, Local-gov, Bachelors,13, Prof-specialty, White, Male,35, <=50K
29, Self-emp-not-inc, HS-grad,9, Transport-moving, White, Male,45, <=50K
45, Local-gov, Prof-school,15, Prof-specialty, Black, Female,40, <=50K
56, Self-emp-inc, HS-grad,9, Sales, White, Male,50, >50K
38, Private, HS-grad,9, Machine-op-inspct, White, Male,40, <=50K
45, Private, HS-grad,9, Machine-op-inspct, White, Female,40, <=50K
19, Private, 11th,7, Sales, White, Male,20, <=50K
43, Federal-gov, Some-college,10, Adm-clerical, White, Male,40, <=50K
32, Private, HS-grad,9, Handlers-cleaners, White, Male,40, <=50K
43, Federal-gov, Bachelors,13, Handlers-cleaners, White, Male,53, <=50K
47, Private, HS-grad,9, Craft-repair, White, Male,45, >50K
51, Private, Some-college,10, Adm-clerical, White, Female,35, <=50K
53, Private, 12th,8, Other-service, Other, Female,35, <=50K
25, Private, HS-grad,9, Handlers-cleaners, White, Male,40, <=50K
58,, Bachelors,13,, White, Male,25, <=50K
31, Local-gov, HS-grad,9, Protective-serv, White, Male,48, <=50K
30, Local-gov, Some-college,10, Adm-clerical, White, Female,40, <=50K
43, State-gov, HS-grad,9, Exec-managerial, White, Female,40, <=50K
50, Private, HS-grad,9, Sales, White, Male,65, >50K
25, State-gov, Some-college,10, Other-service, White, Female,15, <=50K
41, Private, Masters,14, Exec-managerial, White, Male,40, >50K
35, Private, Some-college,10, Craft-repair, White, Male,40, >50K
24,, HS-grad,9,, White, Male,40, <=50K
53, State-gov, Doctorate,16, Prof-specialty, White, Male,40, >50K
35, Private, Bachelors,13, Prof-specialty, White, Male,50, >50K
43, Private, Prof-school,15, Prof-specialty, White, Male,66, <=50K
81,, Prof-school,15,, White, Male,24, >50K
23, Private, HS-grad,9, Adm-clerical, White, Female,35, <=50K
34, Private, HS-grad,9, Machine-op-inspct, Other, Female,20, <=50K
28, Private, Some-college,10, Handlers-cleaners, White, Male,55, <=50K
35, Private, Some-college,10, Sales, Amer-Indian-Eskimo, Female,40, <=50K
28, Private, HS-grad,9, Transport-moving, White, Male,55, <=50K
80, Local-gov, HS-grad,9, Other-service, Amer-Indian-Eskimo, Female,32, <=50K
18, Self-emp-inc, HS-grad,9, Transport-moving, White, Male,60, <=50K
55, Private, Doctorate,16, Prof-specialty, White, Male,55, >50K
48, Federal-gov, Some-college,10, Exec-managerial, White, Male,40, <=50K
34, Private, Prof-school,15, Prof-specialty, White, Male,55, >50K
17, Private, 11th,7, Adm-clerical, White, Female,23, <=50K
36, Local-gov, Some-college,10, Craft-repair, White, Male,40, <=50K
21, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
31, Private, HS-grad,9, Craft-repair, White, Male,45, <=50K
55, Private, HS-grad,9, Priv-house-serv, White, Female,30, <=50K
17, Private, 11th,7, Other-service, White, Male,20, <=50K
41, Private, 11th,7, Other-service, Other, Female,40, <=50K
42, Private, Some-college,10, Adm-clerical, White, Female,40, <=50K
51, Private, HS-grad,9, Adm-clerical, White, Female,40, <=50K
24, Private, HS-grad,9, Priv-house-serv, White, Female,45, <=50K
49, Private, 10th,6, Exec-managerial, White, Male,40, <=50K
22, Private, Some-college,10, Sales, White, Male,20, <=50K
39, Private, Bachelors,13, Exec-managerial, White, Female,40, <=50K
22, Private, HS-grad,9, Adm-clerical, White, Male,40, <=50K
48, Private, 9th,5, Machine-op-inspct, White, Male,40, <=50K
20, Private, Some-college,10, Adm-clerical, White, Female,12, <=50K
26, Local-gov, Bachelors,13, Prof-specialty, White, Female,35, <=50K
29, Private, Masters,14, Prof-specialty, White, Male,40, >50K
22, Private, Assoc-voc,11, Other-service, Black, Female,36, <=50K
31,, 9th,5,, White, Female,25, <=50K
38, Private, Bachelors,13, Prof-specialty, White, Male,40, <=50K
49, Private, HS-grad,9, Exec-managerial, White, Male,40, <=50K
77, Self-emp-inc, Some-college,10, Exec-managerial, White, Male,40, <=50K
22, Private, HS-grad,9, Sales, White, Male,45, <=50K
29, Self-emp-not-inc, HS-grad,9, Farming-fishing, White, Male,70, <=50K
30, Private, Some-college,10, Craft-repair, White, Male,40, >50K
46, Self-emp-not-inc, HS-grad,9, Craft-repair, White, Male,40, <=50K
37, Local-gov, Some-college,10, Craft-repair, White, Male,40, >50K
27, Private, HS-grad,9, Craft-repair, Black, Male,20, <=50K
43, State-gov, Bachelors,13, Prof-specialty, White, Male,50, <=50K
40, Self-emp-inc, Some-college,10, Farming-fishing, White, Male,50, <=50K
55, Self-emp-not-inc, HS-grad,9, Craft-repair, White, Male,55, >50K
70, Local-gov, HS-grad,9, Adm-clerical, White, Female,12, <=50K
43, Private, Some-college,10, Protective-serv, Other, Male,32, <=50K
42, Private, Some-college,10, Machine-op-inspct, Black, Female,40, <=50K
31, State-gov, Masters,14, Prof-specialty, White, Male,50, <=50K
22, Private, HS-grad,9, Other-service, White, Male,40, <=50K
28, Private, Some-college,10, Machine-op-inspct, Black, Female,25, <=50K
18, Private, 11th,7, Sales, White, Female,20, <=50K
42, Private, HS-grad,9, Other-service, White, Male,40, <=50K
31, Private, Some-college,10, Other-service, White, Female,50, <=50K
28, Local-gov, HS-grad,9, Protective-serv, White, Male,40, <=50K
57, Private, Masters,14, Exec-managerial, White, Male,50, >50K
22, Private, Some-college,10, Adm-clerical, White, Female,40, <=50K
70, Self-emp-inc, Bachelors,13, Exec-managerial, White, Female,55, <=50K
26, Private, HS-grad,9, Machine-op-inspct, White, Female,40, <=50K
42, Private, Assoc-voc,11, Craft-repair, White, Male,44, <=50K
35, Private, Assoc-acdm,12, Craft-repair, White, Male,45, >50K
28, Private, Bachelors,13, Prof-specialty, White, Female,40, <=50K
24, Private, HS-grad,9, Other-service, White, Female,25, <=50K
53, Private, HS-grad,9, Transport-moving, White, Male,40, >50K
44, Private, HS-grad,9, Other-service, White, Male,25, <=50K
25, Private, Bachelors,13, Tech-support, White, Male,40, <=50K
21, Private, Some-college,10, Other-service, White, Male,30, <=50K
22, Private, HS-grad,9, Sales, White, Female,40, <=50K
28, Local-gov, Assoc-acdm,12, Protective-serv, Asian-Pac-Islander, Male,40, >50K
18, Private, Some-college,10, Sales, White, Female,20, <=50K
28, Self-emp-not-inc, HS-grad,9, Craft-repair, White, Male,40, <=50K
22, Private, 12th,8, Protective-serv, Black, Male,35, <=50K
23, Private, Some-college,10, Other-service, White, Male,40, <=50K
40, Self-emp-inc, Some-college,10, Exec-managerial, Asian-Pac-Islander, Male,50, <=50K
37, Private, HS-grad,9, Adm-clerical, White, Female,40, <=50K
44, Private, Some-college,10, Adm-clerical, Other, Female,30, >50K
35, Private, 12th,8, Craft-repair, White, Male,84, <=50K
63, Federal-gov, Masters,14, Prof-specialty, White, Male,40, >50K
37, State-gov, Bachelors,13, Prof-specialty, White, Male,40, <=50K
26, Private, 7th-8th,4, Handlers-cleaners, White, Male,40, <=50K
74, Self-emp-inc, Some-college,10, Exec-managerial, White, Male,35, >50K
34,, HS-grad,9,, White, Male,80, <=50K
30, Private, Bachelors,13, Sales, White, Male,50, >50K
26, Local-gov, HS-grad,9, Protective-serv, White, Male,40, >50K
18, Private, 11th,7, Handlers-cleaners, White, Male,25, <=50K
31, Private, HS-grad,9, Craft-repair, White, Male,55, <=50K
32,, Bachelors,13,, White, Female,20, >50K
33, Private, HS-grad,9, Other-service, White, Female,32, <=50K
47, Self-emp-not-inc, Masters,14, Exec-managerial, Black, Male,25, <=50K
22, Private, Bachelors,13, Adm-clerical, White, Male,20, <=50K
52, Private, 11th,7, Other-service, White, Male,40, <=50K
41, Private, Assoc-acdm,12, Exec-managerial, White, Female,50, >50K
41, State-gov, Masters,14, Adm-clerical, Black, Female,40, <=50K
25, Private, HS-grad,9, Craft-repair, White, Male,35, <=50K
21, Private, Assoc-acdm,12, Sales, White, Female,32, <=50K
22, Private, HS-grad,9, Adm-clerical, White, Female,40, <=50K
18,, Some-college,10,, White, Female,6, <=50K
55, Private, Bachelors,13, Farming-fishing, Asian-Pac-Islander, Male,40, <=50K
22, Private, Some-college,10, Sales, White, Male,40, <=50K
33, Self-emp-inc, HS-grad,9, Sales, White, Female,40, <=50K
22, Private, HS-grad,9, Craft-repair, White, Male,30, <=50K
49, Private, HS-grad,9, Machine-op-inspct, White, Male,40, >50K
27, Self-emp-not-inc, HS-grad,9, Protective-serv, White, Male,30, <=50K
25, Private, Bachelors,13, Exec-managerial, White, Male,60, <=50K
22, Private, Some-college,10, Craft-repair, White, Male,40, <=50K
46, Private, Some-college,10, Adm-clerical, White, Female,40, <=50K
34, Private, HS-grad,9, Handlers-cleaners, White, Male,40, <=50K
32, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
27, Private, HS-grad,9, Craft-repair, White, Male,45, >50K
28, Private, Bachelors,13, Craft-repair, Black, Male,40, <=50K
20, Private, 9th,5, Other-service, White, Male,30, <=50K
23, Private, HS-grad,9, Handlers-cleaners, Black, Male,40, <=50K
28, Private, 5th-6th,3, Other-service, White, Female,40, <=50K
38, Self-emp-inc, HS-grad,9, Exec-managerial, White, Male,40, >50K
38, Private, HS-grad,9, Machine-op-inspct, White, Male,40, >50K
26, Private, Bachelors,13, Adm-clerical, Black, Female,40, <=50K
39, Self-emp-inc, Bachelors,13, Prof-specialty, White, Male,50, >50K
35, Self-emp-not-inc, Masters,14, Sales, Asian-Pac-Islander, Male,40, >50K
38, Self-emp-not-inc, HS-grad,9, Farming-fishing, White, Male,60, <=50K
26, State-gov, HS-grad,9, Adm-clerical, White, Female,30, <=50K
58, Local-gov, 10th,6, Transport-moving, White, Male,40, <=50K
65,, Preschool,1,, Black, Male,30, <=50K
23, Private, Bachelors,13, Exec-managerial, White, Male,30, <=50K
45, Self-emp-not-inc, Some-college,10, Sales, White, Female,35, <=50K
50, State-gov, HS-grad,9, Tech-support, Black, Female,40, <=50K
33, Private, Bachelors,13, Prof-specialty, Black, Female,40, <=50K
22,, 9th,5,, Black, Female,36, <=50K
50, State-gov, Bachelors,13, Exec-managerial, White, Male,38, >50K
34, Self-emp-not-inc, HS-grad,9, Exec-managerial, White, Male,60, <=50K
65, Private, Bachelors,13, Other-service, White, Female,40, <=50K
37, Private, HS-grad,9, Machine-op-inspct, White, Male,40, <=50K
36, Private, HS-grad,9, Adm-clerical, White, Male,40, <=50K
63, Private, HS-grad,9, Prof-specialty, White, Female,25, <=50K
52, Local-gov, HS-grad,9, Protective-serv, White, Male,52, >50K
28, Private, Bachelors,13, Exec-managerial, White, Female,60, <=50K
40, Private, HS-grad,9, Machine-op-inspct, White, Female,48, <=50K
45, State-gov, Masters,14, Prof-specialty, White, Male,45, >50K
28, Private, HS-grad,9, Craft-repair, White, Male,45, <=50K
36, Private, HS-grad,9, Adm-clerical, Black, Male,40, <=50K
23, Private, Some-college,10, Exec-managerial, White, Male,40, <=50K
90, Private, Some-college,10, Other-service, Asian-Pac-Islander, Male,35, <=50K
25, Private, Masters,14, Farming-fishing, White, Male,99, >50K
40, State-gov, Some-college,10, Adm-clerical, White, Female,38, <=50K
27, Local-gov, HS-grad,9, Machine-op-inspct, White, Male,40, <=50K
32, Private, HS-grad,9, Machine-op-inspct, White, Male,40, <=50K
40, Local-gov, Bachelors,13, Prof-specialty, White, Male,20, <=50K
18, Private, HS-grad,9, Adm-clerical, White, Female,16, <=50K
37, Federal-gov, HS-grad,9, Prof-specialty, Asian-Pac-Islander, Female,40, <=50K
27, Private, 11th,7, Sales, Asian-Pac-Islander, Male,35, <=50K
31, Private, Some-college,10, Craft-repair, White, Male,40, <=50K
45, Local-gov, Assoc-acdm,12, Tech-support, White, Male,40, <=50K
30, Private, Assoc-voc,11, Adm-clerical, White, Female,38, <=50K
21, Private, Some-college,10, Sales, White, Male,40, <=50K
23, Private, Some-college,10, Machine-op-inspct, White, Male,40, <=50K
45, Local-gov, HS-grad,9, Craft-repair, White, Male,40, >50K
57, Private, HS-grad,9, Transport-moving, White, Male,50, <=50K
31, Private, HS-grad,9, Adm-clerical, White, Female,50, <=50K
44, Private, Masters,14, Sales, White, Male,24, <=50K
36, Private, Bachelors,13, Sales, White, Male,60, >50K
27, Private, Some-college,10, Adm-clerical, White, Female,40, <=50K
20, Private, 5th-6th,3, Handlers-cleaners, White, Male,30, <=50K
30, Private, Masters,14, Exec-managerial, White, Male,60, >50K
23, Private, Bachelors,13, Sales, Black, Female,25, <=50K
50, Private, 12th,8, Transport-moving, White, Male,40, <=50K
51, Private, Bachelors,13, Adm-clerical, White, Female,40, <=50K
28, Private, HS-grad,9, Transport-moving, White, Male,40, <=50K
21,, Some-college,10,, White, Female,30, <=50K
44, Private, Some-college,10, Adm-clerical, White, Female,40, <=50K
34, Private, HS-grad,9, Machine-op-inspct, White, Male,48, <=50K
54, Private, Bachelors,13, Exec-managerial, White, Male,40, >50K
31, Private, Some-college,10, Adm-clerical, White, Female,38, <=50K
52, Self-emp-inc, Prof-school,15, Prof-specialty, White, Male,35, >50K
59, Local-gov, Masters,14, Prof-specialty, White, Female,40, <=50K
51, Local-gov, HS-grad,9, Transport-moving, Amer-Indian-Eskimo, Male,40, <=50K
19, Private, HS-grad,9, Other-service, White, Male,40, <=50K
29, Private, HS-grad,9, Handlers-cleaners, White, Male,40, <=50K
23, Private, Bachelors,13, Prof-specialty, White, Male,50, <=50K
29, Federal-gov, Bachelors,13, Prof-specialty, White, Female,40, <=50K
18, Private, Some-college,10, Other-service, White, Male,15, <=50K
52, Private, Bachelors,13, Exec-managerial, White, Male,40, >50K
83, Private, HS-grad,9, Protective-serv, White, Male,55, <=50K
40, Federal-gov, Some-college,10, Adm-clerical, White, Female,40, <=50K
19, Private, HS-grad,9, Sales, White, Female,24, <=50K
35, Private, HS-grad,9, Other-service, Black, Female,40, <=50K
30,, Bachelors,13,, Asian-Pac-Islander, Female,99, <=50K
21, Private, HS-grad,9, Handlers-cleaners, White, Male,32, <=50K
54, Private, 11th,7, Adm-clerical, White, Male,40, >50K
35, Private, Bachelors,13, Other-service, White, Male,40, <=50K
45, Local-gov, Masters,14, Prof-specialty, White, Female,45, <=50K
25, Private, 7th-8th,4, Machine-op-inspct, White, Female,40, <=50K
55, Private, HS-grad,9, Machine-op-inspct, White, Male,40, >50K
41, Private, Bachelors,13, Tech-support, White, Female,30, <=50K
22, Private, Some-college,10, Sales, White, Male,35, <=50K
21, Private, HS-grad,9, Farming-fishing, White, Male,24, <=50K
25, Private, Bachelors,13, Sales, White, Male,50, <=50K
27, Private, Bachelors,13, Tech-support, White, Female,40, >50K
21,, Some-college,10,, White, Male,40, <=50K
32, Local-gov, HS-grad,9, Adm-clerical, White, Female,40, <=50K
35, Private, Some-college,10, Prof-specialty, White, Male,50, <=50K
33, Private, HS-grad,9, Handlers-cleaners, White, Male,45, <=50K
33, Self-emp-not-inc, HS-grad,9, Prof-specialty, White, Male,40, <=50K
37, Private, Assoc-voc,11, Machine-op-inspct, Black, Male,48, <=50K
24, Private, Some-college,10, Prof-specialty, Black, Male,40, <=50K
41, Private, 12th,8, Adm-clerical, Amer-Indian-Eskimo, Male,40, <=50K
37, Private, Assoc-voc,11, Craft-repair, White, Male,40, >50K
